id,sex,race,age,marital_status,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,c_custody_in_days,c_charges,c_charge_degrees,r_custody_in_days,r_charges,r_charge_degrees,h_prison,h_jail,rec_supervision_level,raw_v,score_v_txt,dec_v,raw_r,score_r_txt,dec_r,raw_a,score_a_txt,dec_a
1,Male,African-American,53,Single,0,0,0,0,-1,0,,,,,,,,,4,-0.71,High,9,0.2,High,8,27,Medium,7
1,Male,Caucasian,65,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.06,Low,1,-0.69,Low,4,18,Low,3
1,Female,Caucasian,37,Single,0,0,0,1,0,0,1.0,"Possession Of Methamphetamine,Possession of Cocaine,Possession Of Lorazepam,Possess Drug Paraphernalia,Aggrav Battery w/Deadly Weapon","(F3),(F3),(F3),(M1),(F2)",,,,,1.0,1,-3.39,Low,1,-1.74,Low,1,13,Low,1
1,Male,African-American,34,Married,0,0,0,0,1,1,2.0,Battery,(M1),,"Battery,Battery,Viol Pretrial Release Dom Viol","(M1),(M1),(M1)",,2.0,1,-3.25,Low,1,-1.82,Low,1,14,Low,1
1,Male,Caucasian,37,Single,0,0,0,7,1,0,70.0,"Felony Petit Theft,Dealing in Stolen Property,Petit Theft $100- $300","(F3),(F2),(M1)",,"Dealing in Stolen Property,Dealing in Stolen Property,Dealing in Stolen Property,Dealing in Stolen Property,Dealing in Stolen Property,Dealing in Stolen Property,Dealing in Stolen Property,Dealing in Stolen Property,False Ownership Info/Pawn Item,False Ownership Info/Pawn Item,False Ownership Info/Pawn Item,False Ownership Info/Pawn Item,False Ownership Info/Pawn Item,False Ownership Info/Pawn Item,Grand Theft in the 3rd Degree","(F2),(F2),(F2),(F2),(F2),(F2),(F2),(F2),(F3),(F3),(F3),(F3),(F3),(F3),(F3)",1385.0,70.0,3,-1.71,Medium,6,0.16,High,8,30,High,8
1,Male,African-American,21,Single,0,0,1,1,0,0,1.0,Purchase Cannabis,(F3),,,,,1.0,3,-1.44,Medium,7,0.09,High,8,15,Low,1
1,Male,African-American,21,Single,0,0,0,0,1,0,7.0,"Robbery / No Weapon,Battery","(F2),(M1)",56.0,Trespass Other Struct/Conve,(M1),,56.0,4,-1.16,High,8,0.36,High,9,15,Low,1
1,Female,Caucasian,38,Single,0,0,0,3,0,0,1.0,Neglect Child / No Bodily Harm,(F3),,,,,0.0,1,-2.66,Low,2,-1.01,Low,4,15,Low,1
1,Female,African-American,26,Single,0,0,0,0,0,0,1.0,"Poss 3,4 MDMA (Ecstasy)",(F3),,,,,1.0,1,-2.46,Low,3,-1.09,Low,3,11,Low,1
1,Male,Caucasian,56,Single,0,0,0,3,0,0,191.0,Battery on a Person Over 65,(F3),,,,,191.0,1,-2.94,Low,2,-1.27,Low,2,19,Low,3
1,Male,African-American,27,Single,0,0,0,2,1,0,246.0,"Tamper With Witness/Victim/CI,Battery","(F3),(M1)",11.0,"Expired DL More Than 6 Months,No Tag Light","(M2),(0)",335.0,11.0,2,-1.34,Medium,7,0.05,Medium,7,20,Low,3
1,Male,African-American,44,Single,0,0,0,0,0,0,1.0,Felony Driving While Lic Suspd,(F3),,,,,1.0,1,-3.1,Low,1,-1.35,Low,2,20,Low,3
1,Male,Caucasian,32,Single,0,0,0,1,0,0,1.0,Felony Battery (Dom Strang),(M1),,,,,1.0,1,-2.7,Low,2,-1.1,Low,2,18,Low,3
1,Male,African-American,23,Single,0,0,0,0,0,0,1.0,"Driving Under The Influence,Pers/Inj/Prot/Ins Require,Fail Wear Safety Belt/Operator,License Not Carried Exhibited,Side Wind/Rest Sunscreen,Unlawful Speed (Requires Speeds)-Driver","(M2),(0),(0),(0),(0),(0)",,,,,30.0,4,-1.03,High,8,0.15,High,8,16,Low,2
1,Male,Caucasian,57,Married,0,0,0,0,0,0,2.0,"Felony Battery (Dom Strang),Battery","(F3),(M1)",,,,,2.0,1,-3.46,Low,1,-1.59,Low,1,15,Low,1
1,Male,African-American,25,Single,0,1,0,9,0,0,13.0,Deliver Cocaine,(F2),,,,,0.0,2,-2.15,Low,4,0.02,Medium,7,17,Low,2
1,Male,Other,38,Single,0,0,0,8,0,0,2.0,"Felony Driving While Lic Suspd,Resist/Obstruct W/O Violence,Fail To Obey Police Officer,Drive on Sidewalk/Bike Path,Fail To Obey Traff Control Dev","(F3),(M1),(M2),(0),(0)",,,,,2.0,1,-2.53,Low,3,-0.37,Medium,5,17,Low,2
1,Female,African-American,23,Single,0,0,0,2,1,1,116.0,"Battery on Law Enforc Officer,Resist Officer w/Violence,Possession Of Alcohol Under 21","(F3),(F3),(M2)",97.0,"Felony Battery w/Prior Convict,Battery","(F3),(M1)",,21.0,4,-0.77,High,9,0.88,High,10,17,Low,2
1,Male,African-American,32,Single,0,0,0,8,1,0,2.0,Deliver Cannabis,(F3),1.0,Disorderly Conduct,(M2),,24.0,3,-1.84,Medium,5,0.63,High,10,21,Low,4
1,Female,African-American,36,Single,0,0,0,2,0,0,1.0,Viol Prot Injunc Repeat Viol,(M1),,,,,1.0,1,-2.26,Low,3,-0.78,Medium,5,18,Low,3
1,Male,African-American,41,Married,0,0,0,5,0,0,1.0,Driving License Suspended,(M2),,,,1093.0,1.0,2,-1.59,Medium,6,-0.38,Medium,5,22,Medium,5
1,Male,Hispanic,31,Single,0,0,0,2,0,0,50.0,"Aggravated Assault W/dead Weap,Felony Battery (Dom Strang),Battery","(F3),(F3),(M1)",,,,,50.0,1,-2.74,Low,2,-0.96,Low,3,21,Low,4
1,Male,African-American,36,Single,0,0,0,2,0,0,2.0,"Deliver Cocaine,Crim Attempt/Solic/Consp,Crim Attempt/Solic/Consp,Crim Attempt/Solic/Consp","(F2),(F3),(F3),(F3)",,,,,2.0,1,-3.25,Low,1,-1.66,Low,1,13,Low,1
1,Male,African-American,62,Single,0,0,0,1,0,0,63.0,"Failure To Return Hired Vehicle,Failure To Return Hired Vehicle","(F3),(F3)",,,,,63.0,2,-3.53,Low,1,-0.21,Medium,6,18,Low,3
1,Female,Caucasian,41,Single,0,0,0,7,0,0,397.0,"Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Grand Theft (Motor Vehicle),Grand Theft (Motor Vehicle),Organized Fraud In The 2nd Degree,Organized Fraud In The 2nd Degree,Fraudulent Use Credit Card,Fraudulent Use Credit Card","(F3),(F3),(F3),(F3),(F3),(F2),(F2),(F3),(F3)",,,,278.0,3.0,2,-2.68,Low,2,-0.54,Medium,6,27,High,8
1,Female,Other,39,Separated,0,0,0,0,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,1.0,1,-3.39,Low,1,-1.91,Low,1,13,Low,1
1,Male,African-American,21,Single,0,0,0,1,1,1,2.0,Grand Theft in the 3rd Degree,(F3),,"Leave Acc/Attend Veh/More $50,Improper Backing","(M2),(0)",65.0,29.0,2,-1.7,Medium,6,-0.25,Medium,6,21,Low,4
1,Male,Caucasian,43,Single,0,0,0,8,1,0,62.0,"Attempted Robbery  No Weapon,Felony Petit Theft","(F3),(F3)",62.0,Possession of Cocaine,(F3),120.0,62.0,2,-1.56,Medium,6,-0.63,Low,4,26,Medium,7
1,Male,African-American,22,Single,0,0,0,0,0,0,0.0,Uttering Forged Bills,(F3),,,,,0.0,2,-1.54,Medium,6,-0.72,Low,4,14,Low,1
1,Male,African-American,28,Single,0,0,0,9,0,0,309.0,Robbery / No Weapon,(F2),,,,1060.0,309.0,4,-1.09,High,8,0.52,High,9,18,Low,3
1,Male,African-American,22,Single,0,0,0,0,-1,0,,,,,,,,0.0,1,-2.04,Low,4,-0.67,Low,4,20,Low,3
1,Male,African-American,31,Single,0,0,0,2,0,0,2.0,Susp Drivers Lic 1st Offense,(M2),,,,405.0,1.0,2,-1.71,Medium,6,-0.62,Low,4,15,Low,1
1,Male,Caucasian,37,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-2.85,Low,2,-1.48,Low,1,20,Low,3
1,Male,African-American,27,Single,0,0,0,0,0,0,2.0,"Grand Theft in the 3rd Degree,Unlaw LicTag/Sticker Attach,Fail Wear Safety Belt/Operator,Burglary Conveyance Unoccup,Possession Burglary Tools,Prowling/Loitering","(F3),(M2),(0),(F3),(F3),(M2)",,,,,2.0,1,-2.03,Low,4,-1.07,Low,2,13,Low,1
1,Male,African-American,49,Single,0,0,0,15,0,0,17.0,Battery,(M1),,,,323.0,17.0,2,-2.73,Low,2,-0.11,Medium,7,19,Low,3
1,Male,African-American,22,Single,0,0,0,2,1,0,16.0,"Possession Of Alprazolam,Possess Cannabis/20 Grams Or Less,Resist/Obstruct W/O Violence","(F3),(M1),(M1)",,"Operating W/O Valid License,Fail to Submit Insurance W/I 24 hours,U-turn Improper Unsafe Prohibited","(M2),(0),(0)",,16.0,1,-2.06,Low,4,-0.6,Low,4,26,Medium,7
1,Male,African-American,49,Single,0,0,0,0,0,0,1.0,Driving While License Revoked,(F3),,,,1705.0,4.0,1,-2.1,Low,4,-0.39,Medium,5,23,Medium,5
1,Male,Caucasian,28,Single,0,0,0,5,0,0,1.0,Possession of Cocaine,(F3),,,,,1.0,3,-2.01,Low,4,0.23,High,8,18,Low,3
1,Male,Caucasian,59,Single,0,0,0,2,0,0,19.0,"Possession Of Methamphetamine,Block Intersection Crosswalk,Possess Drug Paraphernalia","(F3),(0),(M1)",,,,,19.0,1,-4.2,Low,1,-2.09,Low,1,16,Low,2
1,Male,Caucasian,65,Single,0,0,0,0,-1,0,,,,,,,335.0,2.0,1,-3.22,Low,1,-2.05,Low,1,21,Low,4
1,Female,African-American,33,Single,0,0,0,0,1,0,29.0,"Possession of Cocaine,Possession Of Alprazolam,Prostitution/Lewd Act Assignation","(F3),(F3),(M2)",38.0,"Possession of Cocaine,Possess Drug Paraphernalia","(F3),(M1)",616.0,38.0,3,-1.41,Medium,7,0.27,High,9,27,High,8
1,Male,Caucasian,39,Married,0,0,0,21,0,0,194.0,"Possession of Hydrocodone,Possession Of Alprazolam,Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia,Operating W/O Valid License,Disobey/Ran Stop Sign,None Or Improper Turn Signal","(F3),(F3),(M1),(M1),(M2),(0),(0)",,,,531.0,81.0,4,-0.61,High,10,0.71,High,10,35,High,10
1,Female,African-American,43,Single,0,0,0,2,0,0,2.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,,,,15.0,1,-3.57,Low,1,-1.06,Low,3,19,Low,3
1,Male,Caucasian,25,Single,0,0,0,5,1,0,102.0,"Resist Officer w/Violence,Crimin Mischief Damage $1000+,Battery,Battery on Law Enforc Officer,Battery on Law Enforc Officer,Resist Officer w/Violence","(F3),(F3),(M1),(F3),(F3),(F3)",87.0,"DWLS Child Support 1st Offense,Unlawful Speed (Requires Speeds)-Driver","(M2),(0)",1763.0,13.0,1,-1.87,Medium,5,-0.54,Low,4,19,Low,3
1,Male,African-American,36,Single,3,0,2,19,1,0,83.0,Possession Of Paraphernalia,(MO3),83.0,Poss Pyrrolidinovalerophenone,(F3),1.0,83.0,3,-1.73,Medium,6,1.05,High,10,35,High,10
1,Male,African-American,23,Single,0,0,0,3,1,0,4.0,"Burglary Unoccupied Dwelling,Petit Theft","(F2),(M2)",,Possess Cannabis/20 Grams Or Less,(M1),,4.0,1,-1.96,Medium,5,-0.33,Medium,5,15,Low,1
1,Female,Caucasian,43,Divorced,0,0,0,3,1,1,1.0,Viol Injunct Domestic Violence,(M1),1.0,Viol Injunct Domestic Violence,(M1),,1.0,1,-3.62,Low,1,-1.58,Low,2,12,Low,1
1,Male,Caucasian,56,Married,0,0,0,9,1,0,20.0,Battery,(M1),52.0,"Possession of Cocaine,Unlaw Use False Name/Identity,Possess Drug Paraphernalia,Fnt St Pass/Ovr 18/Stbelt","(F3),(M1),(M1),(0)",,12.0,1,-3.31,Low,1,-1.49,Low,1,31,High,9
1,Female,African-American,20,Single,0,0,0,1,1,0,4.0,Felony Petit Theft,(F3),,Petit Theft,(M2),,1.0,3,-1.56,Medium,6,-0.09,High,8,17,Low,2
1,Male,African-American,50,Single,0,0,0,2,1,0,1.0,Ride Tri-Rail Without Paying,(NI0),,Possess Cannabis/20 Grams Or Less,(M1),,6.0,1,-2.98,Low,1,-0.45,Medium,5,23,Medium,5
1,Female,Caucasian,54,Divorced,0,0,0,1,0,0,3.0,"Driving Under The Influence,Refuse Submit Blood/Breath Test,Poss Of Open Cont In M/V Drive,Fail To Drive In A Single Lane","(M1),(M1),(0),(0)",,,,,3.0,1,-3.41,Low,1,-1.62,Low,2,14,Low,1
1,Male,African-American,23,Single,0,0,0,0,-1,0,,,,,,,,100.0,3,-1.25,High,8,-0.15,Medium,6,26,Medium,7
1,Male,African-American,20,Single,0,0,0,1,1,0,2.0,"Grand Theft (Motor Vehicle),Operating W/O Valid License,Disobey/Ran Stop Sign,Driving Wrong Side Of Roadway,Propelling A Moped Sidewalk","(F3),(M2),(0),(0),(0)",16.0,"Resist/Obstruct W/O Violence,Operating W/O Valid License,Fail Wear Safety Belt/Operator","(M1),(M2),(0)",,23.0,4,-1.22,High,8,0.71,High,10,20,Low,3
1,Male,Other,36,Married,0,0,0,3,1,1,46.0,Viol Injunct Domestic Violence,(M1),257.0,"Battery,Viol Prot Injunc Repeat Viol,Contribute Delinquency Of A Minor","(M1),(M1),(M1)",,257.0,1,-2.32,Low,3,-0.59,Low,4,17,Low,2
1,Female,African-American,36,Single,0,0,0,3,1,0,0.0,"Poss Pyrrolidinovalerophenone,Petit Theft","(F3),(M2)",,Petit Theft,(M2),,0.0,2,-2.23,Low,4,-0.44,Medium,6,14,Low,1
1,Male,African-American,56,Single,0,0,0,0,0,0,2.0,Tresspass in Structure or Conveyance,(M1),,,,,2.0,1,-3.5,Low,1,-0.74,Low,4,32,High,9
1,Male,African-American,25,Single,0,0,0,28,1,0,1.0,"Trespass Struct/Convey Occupy,Resist/Obstruct W/O Violence,Assault","(M1),(M1),(M2)",,Possess Cannabis/20 Grams Or Less,(M1),,10.0,4,-1.05,High,8,0.63,High,9,35,High,9
1,Male,African-American,25,Single,1,0,0,2,1,0,1.0,"Possession of Cocaine,License Suspended W/O Knowledge,Traffick Hydrocodone   4g><14g,Fail Wear Safety Belt/Operator","(F3),(0),(F1),(0)",0.0,,"(F1),(M1)",,1.0,3,-1.35,Medium,7,0.34,High,9,18,Low,3
1,Female,Caucasian,42,Single,0,0,0,1,1,0,21.0,Fail To Redeliv Hire/Leas Prop,(F3),,Unlaw LicTag/Sticker Attach,(M2),,21.0,1,-3.18,Low,1,-1.17,Low,3,13,Low,1
1,Male,African-American,34,Significant Other,0,2,0,9,1,1,,"Susp Drivers Lic 1st Offense,Unlawful Speed (Requires Speeds)","(M2),(0)",,Driving License Suspended,(M2),42.0,,4,-0.9,High,9,1.17,High,10,31,High,9
1,Male,African-American,48,Single,0,0,0,4,0,0,1.0,"Grand Theft in the 3rd Degree,Trespassing/Construction Site,Possession Burglary Tools","(F3),(F3),(F3)",,,,,1.0,2,-2.49,Low,3,-0.2,Medium,6,18,Low,3
1,Male,African-American,34,Married,1,0,0,21,1,1,6.0,Battery,(M1),235.0,"Battery,Driving License Suspended","(M1),(M2)",784.0,0.0,4,-0.57,High,10,0.65,High,10,28,High,8
1,Male,Caucasian,28,Single,0,0,0,0,0,0,1.0,"Traffick Oxycodone     4g><14g,Possess Cannabis/20 Grams Or Less","(F1),(M1)",,,,,1.0,1,-2.73,Low,2,-1.14,Low,2,12,Low,1
1,Male,Caucasian,32,Single,0,0,0,1,0,0,1.0,"Burglary Structure Unoccup,Resist/Obstruct W/O Violence","(F3),(M1)",,,,,24.0,1,-2.56,Low,2,-0.84,Low,3,13,Low,1
1,Male,Caucasian,55,Single,0,0,0,2,0,0,68.0,"Possession Of Alprazolam,Trespass Struct/Convey Occupy","(F3),(M1)",,,,,68.0,1,-3.68,Low,1,-0.9,Low,3,34,High,10
1,Female,Caucasian,31,Single,0,0,0,2,0,0,2.0,Grand Theft (Motor Vehicle),(F3),,,,,2.0,1,-3.07,Low,1,-1.73,Low,1,18,Low,3
1,Female,African-American,29,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-2.92,Low,2,-1.6,Low,2,15,Low,1
1,Female,African-American,24,Single,0,0,0,4,1,0,6.0,"Possession of Cocaine,Petit Theft $100- $300","(F3),(M1)",35.0,Grand Theft (Motor Vehicle),(F3),,28.0,4,-1.2,High,8,0.27,High,9,17,Low,2
1,Female,Caucasian,25,Single,0,0,0,0,1,0,0.0,"Possession of Hydromorphone,Fail Wear Safety Belt/Operator","(F3),(0)",40.0,"Possession of Hydromorphone,Possess Drug Paraphernalia,Speeding (Speed Not Indicated)","(F3),(M1),(0)",,61.0,1,-2.13,Low,4,-0.91,Low,4,15,Low,1
1,Female,Caucasian,32,Single,0,0,1,4,0,0,0.0,"Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia,Resist Officer w/Violence","(M1),(M1),(F3)",,,,,0.0,1,-3.03,Low,1,-1.62,Low,2,12,Low,1
1,Male,African-American,37,Single,0,0,0,20,1,0,36.0,"Driving While License Revoked,Possess Cannabis/20 Grams Or Less,Unlaw Use False Name/Identity,Fail To Use Due Care,Unlaw Lic Use/Disply Of Others","(F3),(M1),(M1),(0),(M2)",58.0,"Poss3,4 Methylenedioxymethcath,Resist/Obstruct W/O Violence,Possess Cannabis/20 Grams Or Less,Advertisement of Drug Para","(F3),(M1),(M1),(M1)",6035.0,58.0,3,-1.76,Medium,5,0.58,High,9,22,Medium,5
1,Male,Caucasian,20,Single,0,0,0,0,0,0,140.0,"Burglary Unoccupied Dwelling,Criminal Mischief>$200<$1000","(F2),(M1)",,,,1434.0,140.0,4,-0.86,High,9,0.98,High,10,23,Medium,5
1,Male,African-American,24,Single,0,0,0,1,1,0,2.0,"Battery on Law Enforc Officer,Resist Officer w/Violence,Resist/Obstruct W/O Violence","(F3),(F3),(M1)",1.0,Operating W/O Valid License,(M2),,2.0,1,-2,Low,4,-0.81,Low,3,20,Low,3
1,Male,African-American,48,Separated,0,0,0,0,0,0,1.0,"Felony Battery (Dom Strang),Battery","(M1),(M1)",,,,,1.0,1,-3.32,Low,1,-2.34,Low,1,18,Low,3
1,Male,African-American,25,Single,1,2,0,9,1,1,50.0,"Burglary Dwelling Occupied,Grand Theft (Motor Vehicle),Dealing in Stolen Property","(F2),(F3),(F2)",50.0,"Burglary Dwelling Occupied,Grand Theft (Motor Vehicle)","(F2),(F3)",182.0,26.0,4,-0.77,High,9,0.57,High,9,23,Medium,5
1,Male,African-American,35,Single,0,0,0,1,0,0,0.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,,,,0.0,1,-2.95,Low,1,-1.12,Low,2,13,Low,1
1,Male,African-American,57,Single,0,0,0,3,0,0,2.0,Grand Theft in the 3rd Degree,(F3),,,,310.0,2.0,1,-3.52,Low,1,-0.63,Low,4,19,Low,3
1,Male,African-American,21,Single,0,0,0,1,1,0,1.0,"Attempted Burg/Convey/Unocc,Attempted Burg/Convey/Unocc,Loitering/prowling","(F3),(F3),(M2)",,Burglary Unoccupied Dwelling,(F2),,1.0,2,-1.6,Medium,6,-0.58,Low,4,11,Low,1
1,Male,Caucasian,42,Divorced,0,0,0,0,-1,0,,,,,,,,,1,-3.45,Low,1,-1.68,Low,1,18,Low,3
1,Female,African-American,21,Single,0,0,0,0,1,0,33.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree","(F2),(F3)",1.0,Possession of Cocaine,(F3),,34.0,4,-0.85,High,9,0.47,High,10,17,Low,2
1,Male,African-American,21,Single,0,1,0,1,0,0,2.0,Uttering a Forged Instrument,(F3),,,,,2.0,2,-1.44,Medium,7,-0.38,Medium,5,12,Low,1
1,Male,African-American,39,Single,0,1,0,15,0,0,1.0,Possession of Cocaine,(F3),,,,1049.0,7.0,3,-2.88,Low,2,0.32,High,9,27,Medium,7
1,Male,African-American,22,Single,0,0,0,0,0,0,1.0,"Poss Unlaw Issue Driver Licenc,Expired Tag/Infraction","(F3),(0)",,,,,1.0,1,-2.26,Low,3,-1.22,Low,2,11,Low,1
1,Male,Hispanic,25,Single,0,0,0,0,0,0,,Fraudulent Use of Credit Card,(F3),,,,,,1,-2.63,Low,2,-1.42,Low,1,11,Low,1
1,Male,African-American,32,Single,0,0,0,0,0,0,1.0,Felony Driving While Lic Suspd,(F3),,,,,1.0,2,-1.83,Medium,5,-0.1,Medium,7,19,Low,3
1,Male,Caucasian,44,Single,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.59,Low,1,-2.05,Low,1,16,Low,2
1,Female,Caucasian,27,Separated,0,0,0,0,1,0,2.0,"Grand Theft in the 3rd Degree,Dealing in Stolen Property","(F3),(F2)",34.0,"Possession of Oxycodone,Possess Cannabis/20 Grams Or Less,Expired Tag/Infraction","(F3),(M1),(0)",,2.0,1,-2.79,Low,2,-1.54,Low,2,14,Low,1
1,Male,African-American,22,Single,0,0,0,0,0,0,1.0,"Att Burgl Unoccupied Dwel,Possession Burglary Tools","(F3),(F3)",,,,,1.0,1,-2.12,Low,4,-1.22,Low,2,11,Low,1
1,Male,African-American,28,Single,0,0,0,4,0,0,0.0,Pos Cannabis W/Intent Sel/Del,(F3),,,,,1.0,1,-1.91,Medium,5,-0.44,Medium,5,14,Low,1
1,Male,African-American,26,Single,0,0,0,0,0,0,1.0,"Unlaw Use False Name/Identity,Operating W/O Valid License,Restriction For Wndow Behnd Drv","(M1),(M2),(0)",,,,,1.0,1,-2.41,Low,3,-1.16,Low,2,14,Low,1
1,Male,Other,23,Single,0,0,0,0,1,0,1.0,"Tamper With Victim,Felony Battery (Dom Strang)","(F3),(M1)",84.0,Viol Pretrial Release Dom Viol,(M1),,84.0,1,-2.28,Low,3,-1.15,Low,2,13,Low,1
1,Male,Caucasian,34,Single,0,0,0,0,0,0,1.0,"Possession of Oxycodone,Possess Drug Paraphernalia","(F3),(M1)",,,,,1.0,1,-3.04,Low,1,-1.21,Low,2,19,Low,3
1,Male,African-American,34,Single,0,0,0,14,0,0,11.0,Poss of Firearm by Convic Felo,(F2),,,,220.0,11.0,2,-2.05,Low,4,-0.12,Medium,7,23,Medium,5
1,Male,African-American,22,Single,0,0,0,3,0,0,34.0,"Agg Assault W/int Com Fel Dome,Assault,Disorderly Conduct,Crimin Mischief Damage $1000+","(F3),(M2),(M2),(F3)",,,,,63.0,4,-0.98,High,9,0.59,High,9,15,Low,1
1,Male,African-American,56,Single,0,0,0,17,0,0,21.0,Battery,(M1),,,,405.0,21.0,2,-1.57,Medium,6,-0.31,Medium,6,29,High,8
1,Male,African-American,40,Single,0,0,0,1,0,0,1.0,"Fleeing or Eluding a LEO,Resist/Obstruct W/O Violence,Poss Of Open Cont In M/V Drive,Fail Wear Safety Belt/Operator","(M2),(M1),(0),(0)",,,,,1.0,1,-3.04,Low,1,-1.49,Low,1,15,Low,1
1,Male,Other,30,Single,0,0,0,5,1,0,62.0,"False Imprisonment,Resist Officer w/Violence,Battery on Law Enforc Officer,Battery,Battery","(F3),(F3),(F3),(M1),(M1)",185.0,"Lve/Scen/Acc/Veh/Prop/Damage,Lve/Scen/Acc/Veh/Prop/Damage,Learner's Driver's License Vio,Careless Driving","(M2),(M2),(0),(0)",,14.0,1,-2.21,Low,4,-0.34,Medium,5,16,Low,2
1,Male,Caucasian,44,Married,0,0,0,5,0,0,7.0,"Dealing in Stolen Property,False Ownership Info/Pawn Item","(F2),(F3)",,,,,7.0,1,-3.4,Low,1,-1.28,Low,2,14,Low,1
1,Male,Caucasian,57,Significant Other,0,0,0,1,0,0,17.0,"Aggravated Assault w/Firearm,Battery","(F3),(M1)",,,,,17.0,1,-3.76,Low,1,-1.17,Low,2,17,Low,2
1,Male,African-American,22,Single,0,0,1,0,1,0,5.0,"Burglary Unoccupied Dwelling,Criminal Mischief,Resist/Obstruct W/O Violence","(F2),(F3),(M1)",,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree","(F2),(F3)",,5.0,4,-0.64,High,9,0.21,High,8,14,Low,1
1,Female,African-American,36,Single,0,0,0,6,0,0,42.0,Viol Pretrial Release Dom Viol,(M1),,,,,42.0,1,-2.75,Low,2,-0.68,Medium,5,19,Low,3
1,Male,African-American,34,Married,0,0,0,0,0,0,,Possession of Cannabis,(F3),,,,,,1,-2.06,Low,4,-0.93,Low,3,23,Medium,5
1,Male,Caucasian,33,Single,0,0,0,1,0,0,172.0,Attempted Burg/Convey/Unocc,(F3),,,,157.0,1.0,2,-2.02,Low,4,-0.16,Medium,6,27,Medium,7
1,Male,African-American,24,Single,0,0,0,7,1,0,68.0,"Aggravated Battery / Pregnant,Criminal Mischief","(F2),(M2)",77.0,Poss Pyrrolidinovalerophenone,(F3),1483.0,68.0,3,-1.44,Medium,7,0.3,High,8,19,Low,3
1,Male,Other,28,Single,0,0,0,10,0,0,174.0,"Carrying Concealed Firearm,Unlaw Use False Name/Identity,Grand Theft Firearm","(F3),(M1),(F3)",,,,2381.0,174.0,4,-0.89,High,9,0.79,High,10,18,Low,3
1,Male,Caucasian,20,Single,0,0,0,0,0,0,1.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia,Susp Drivers Lic 1st Offense,Headlights Minimum Requirements","(F3),(M1),(M1),(M2),(0)",,,,,1.0,2,-1.41,Medium,7,-0.57,Low,4,11,Low,1
1,Male,Caucasian,35,Single,0,0,0,2,0,0,1.0,"Possession Of Heroin,Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia","(F3),(M1),(M1)",,,,,1.0,3,-1.96,Medium,5,0.46,High,9,17,Low,2
1,Male,Hispanic,39,Married,0,0,0,0,-1,0,,,,,,,,,1,-3.39,Low,1,-1.53,Low,1,23,Medium,5
1,Male,Hispanic,53,Single,0,0,0,1,1,0,2.0,Petit Theft,(M2),,"Grand Theft in the 3rd Degree,Poss Contrl Sub 3 gr or < Cann,Grand Theft in the 3rd Degree,Refuse to Supply DNA Sample","(F3),(M1),(F3),(M2)",,182.0,1,-3.94,Low,1,-1.54,Low,1,21,Low,4
1,Male,African-American,60,Married,0,0,0,13,0,0,1.0,"Possession Of Heroin,Expired Tag/Infraction,Driving License Suspended","(F3),(0),(M2)",,,,254.0,1.0,1,-2.97,Low,1,-0.75,Low,3,20,Low,3
1,Female,African-American,22,Single,0,0,0,2,0,0,1.0,Agg Battery Grt/Bod/Harm,(F2),,,,,1.0,2,-1.46,Medium,7,-0.61,Medium,5,13,Low,1
1,Male,Hispanic,43,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.21,Low,1,-1.8,Low,1,13,Low,1
1,Female,African-American,27,Single,0,0,0,12,0,0,1.0,Retail Theft $300 1st Offense,(F3),,,,,12.0,2,-1.75,Medium,5,-0.16,Medium,7,19,Low,3
1,Male,Caucasian,48,Single,0,0,0,0,-1,0,,,,,,,,1.0,1,-3.77,Low,1,-2.3,Low,1,23,Medium,5
1,Male,Caucasian,72,Single,0,0,0,7,0,0,0.0,"Robbery Sudd Snatch No Weapon,Operating W/O Valid License","(F3),(M2)",,,,,0.0,1,-3.67,Low,1,-0.65,Low,4,33,High,9
1,Male,African-American,33,Single,0,0,0,3,1,0,4.0,"Possession of Cocaine,Possess Drug Paraphernalia,Petit Theft","(F3),(M1),(M2)",116.0,"Grand Theft in the 3rd Degree,Resist/Obstruct W/O Violence","(F3),(M1)",341.0,1.0,1,-2.77,Low,2,-0.34,Medium,5,18,Low,3
